  -1.2000000000e+02   -1.2000000000e+02 0.0
   1.2000000000e+02   -1.2000000000e+02 0.0
   4.2575722432e-06   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0

  -1.2000000000e+02   -1.2000000000e+02 0.0
  -1.0000000000e+02   -1.0000000000e+02 0.0
  -1.0000000000e+02   -8.7499997114e+01 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0

  -6.2499973300e+01   -8.7500044398e+01 0.0
  -7.5000001324e+01   -8.7500024429e+01 0.0
  -7.5000001590e+01   -1.0000000000e+02 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0

  -1.0000000000e+02   -1.0000000000e+02 0.0
  -8.7500004349e+01   -1.0000000000e+02 0.0
  -8.7500013391e+01   -8.7500003603e+01 0.0
  -1.0000000000e+02   -1.0000000000e+02 0.0

  -8.7500004349e+01   -1.0000000000e+02 0.0
  -7.5000001590e+01   -1.0000000000e+02 0.0
  -7.5000001324e+01   -8.7500024429e+01 0.0
  -8.7500004349e+01   -1.0000000000e+02 0.0

  -8.7500004349e+01   -1.0000000000e+02 0.0
  -1.0000000000e+02   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -8.7500004349e+01   -1.0000000000e+02 0.0

  -8.7500013391e+01   -8.7500003603e+01 0.0
  -7.5000001324e+01   -8.7500024429e+01 0.0
  -7.5000029815e+01   -7.5000050736e+01 0.0
  -8.7500013391e+01   -8.7500003603e+01 0.0

  -8.7500013391e+01   -8.7500003603e+01 0.0
  -7.5000029815e+01   -7.5000050736e+01 0.0
  -8.7500041350e+01   -7.5000003893e+01 0.0
  -8.7500013391e+01   -8.7500003603e+01 0.0

  -1.2000000000e+02   -1.2000000000e+02 0.0
  -1.0000000000e+02   -8.7499997114e+01 0.0
  -1.0000000000e+02   -7.4999991409e+01 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0

  -1.0000000000e+02   -1.0000000000e+02 0.0
  -8.7500013391e+01   -8.7500003603e+01 0.0
  -1.0000000000e+02   -8.7499997114e+01 0.0
  -1.0000000000e+02   -1.0000000000e+02 0.0

  -7.5000001590e+01   -1.0000000000e+02 0.0
  -8.7500004349e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -7.5000001590e+01   -1.0000000000e+02 0.0

  -6.2499973300e+01   -8.7500044398e+01 0.0
  -4.9999893484e+01   -8.7500056958e+01 0.0
  -4.9999781060e+01   -7.5000373414e+01 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0

  -7.5000001324e+01   -8.7500024429e+01 0.0
  -8.7500013391e+01   -8.7500003603e+01 0.0
  -8.7500004349e+01   -1.0000000000e+02 0.0
  -7.5000001324e+01   -8.7500024429e+01 0.0

  -7.5000001590e+01   -1.0000000000e+02 0.0
  -6.2499991158e+01   -1.0000000000e+02 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0
  -7.5000001590e+01   -1.0000000000e+02 0.0

  -7.5000029815e+01   -7.5000050736e+01 0.0
  -6.2499953367e+01   -7.5000215085e+01 0.0
  -6.2500136795e+01   -6.2500125151e+01 0.0
  -7.5000029815e+01   -7.5000050736e+01 0.0

  -7.5000029815e+01   -7.5000050736e+01 0.0
  -6.2500136795e+01   -6.2500125151e+01 0.0
  -7.5000190913e+01   -6.2500009442e+01 0.0
  -7.5000029815e+01   -7.5000050736e+01 0.0

  -1.2000000000e+02   -1.2000000000e+02 0.0
  -1.0000000000e+02   -7.4999991409e+01 0.0
  -1.0000000000e+02   -6.2499980384e+01 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0

  -8.7500041350e+01   -7.5000003893e+01 0.0
  -1.0000000000e+02   -8.7499997114e+01 0.0
  -8.7500013391e+01   -8.7500003603e+01 0.0
  -8.7500041350e+01   -7.5000003893e+01 0.0

  -1.0000000000e+02   -8.7499997114e+01 0.0
  -8.7500041350e+01   -7.5000003893e+01 0.0
  -1.0000000000e+02   -7.4999991409e+01 0.0
  -1.0000000000e+02   -8.7499997114e+01 0.0

  -7.5000190913e+01   -6.2500009442e+01 0.0
  -8.7500041350e+01   -7.5000003893e+01 0.0
  -7.5000029815e+01   -7.5000050736e+01 0.0
  -7.5000190913e+01   -6.2500009442e+01 0.0

  -6.2499991158e+01   -1.0000000000e+02 0.0
  -7.5000001590e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -6.2499991158e+01   -1.0000000000e+02 0.0

  -4.9999984289e+01   -1.0000000000e+02 0.0
  -6.2499991158e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -4.9999984289e+01   -1.0000000000e+02 0.0

  -4.9999893484e+01   -8.7500056958e+01 0.0
  -3.7499975699e+01   -1.0000000000e+02 0.0
  -3.7499763207e+01   -8.7500062964e+01 0.0
  -4.9999893484e+01   -8.7500056958e+01 0.0

  -7.5000001324e+01   -8.7500024429e+01 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0
  -6.2499953367e+01   -7.5000215085e+01 0.0
  -7.5000001324e+01   -8.7500024429e+01 0.0

  -1.2499638659e+01   -8.7499403870e+01 0.0
  -2.7701540602e-04   -7.4998358681e+01 0.0
  -1.2498891514e+01   -7.4997580940e+01 0.0
  -1.2499638659e+01   -8.7499403870e+01 0.0

  -6.2499973300e+01   -8.7500044398e+01 0.0
  -6.2499991158e+01   -1.0000000000e+02 0.0
  -4.9999984289e+01   -1.0000000000e+02 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0

  -6.2499973300e+01   -8.7500044398e+01 0.0
  -4.9999984289e+01   -1.0000000000e+02 0.0
  -4.9999893484e+01   -8.7500056958e+01 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0

  -4.9999893484e+01   -8.7500056958e+01 0.0
  -4.9999984289e+01   -1.0000000000e+02 0.0
  -3.7499975699e+01   -1.0000000000e+02 0.0
  -4.9999893484e+01   -8.7500056958e+01 0.0

  -6.2500136795e+01   -6.2500125151e+01 0.0
  -4.9999998161e+01   -6.2501125720e+01 0.0
  -5.0001439667e+01   -5.0001063402e+01 0.0
  -6.2500136795e+01   -6.2500125151e+01 0.0

  -6.2499953367e+01   -7.5000215085e+01 0.0
  -4.9999781060e+01   -7.5000373414e+01 0.0
  -4.9999998161e+01   -6.2501125720e+01 0.0
  -6.2499953367e+01   -7.5000215085e+01 0.0

  -6.2499953367e+01   -7.5000215085e+01 0.0
  -7.5000029815e+01   -7.5000050736e+01 0.0
  -7.5000001324e+01   -8.7500024429e+01 0.0
  -6.2499953367e+01   -7.5000215085e+01 0.0

  -6.2499973300e+01   -8.7500044398e+01 0.0
  -4.9999781060e+01   -7.5000373414e+01 0.0
  -6.2499953367e+01   -7.5000215085e+01 0.0
  -6.2499973300e+01   -8.7500044398e+01 0.0

  -4.9999998161e+01   -6.2501125720e+01 0.0
  -6.2500136795e+01   -6.2500125151e+01 0.0
  -6.2499953367e+01   -7.5000215085e+01 0.0
  -4.9999998161e+01   -6.2501125720e+01 0.0

  -6.2500136795e+01   -6.2500125151e+01 0.0
  -5.0001439667e+01   -5.0001063402e+01 0.0
  -6.2501180456e+01   -4.9999638571e+01 0.0
  -6.2500136795e+01   -6.2500125151e+01 0.0

  -7.5000190913e+01   -6.2500009442e+01 0.0
  -6.2501180456e+01   -4.9999638571e+01 0.0
  -7.5000489591e+01   -4.9999529971e+01 0.0
  -7.5000190913e+01   -6.2500009442e+01 0.0

  -8.7500041350e+01   -7.5000003893e+01 0.0
  -7.5000190913e+01   -6.2500009442e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0
  -8.7500041350e+01   -7.5000003893e+01 0.0

  -3.7499763207e+01   -8.7500062964e+01 0.0
  -4.9999781060e+01   -7.5000373414e+01 0.0
  -4.9999893484e+01   -8.7500056958e+01 0.0
  -3.7499763207e+01   -8.7500062964e+01 0.0

  -4.9999781060e+01   -7.5000373414e+01 0.0
  -3.7499763207e+01   -8.7500062964e+01 0.0
  -3.7499013146e+01   -7.5000341380e+01 0.0
  -4.9999781060e+01   -7.5000373414e+01 0.0

  -3.7506361410e+01   -5.0014243016e+01 0.0
  -3.7493322282e+01   -3.7489877366e+01 0.0
  -5.0009140598e+01   -3.7504089295e+01 0.0
  -3.7506361410e+01   -5.0014243016e+01 0.0

  -5.0009140598e+01   -3.7504089295e+01 0.0
  -5.0001439667e+01   -5.0001063402e+01 0.0
  -3.7506361410e+01   -5.0014243016e+01 0.0
  -5.0009140598e+01   -3.7504089295e+01 0.0

  -5.0009140598e+01   -3.7504089295e+01 0.0
  -6.2501180456e+01   -4.9999638571e+01 0.0
  -5.0001439667e+01   -5.0001063402e+01 0.0
  -5.0009140598e+01   -3.7504089295e+01 0.0

  -6.2501180456e+01   -4.9999638571e+01 0.0
  -7.5000190913e+01   -6.2500009442e+01 0.0
  -6.2500136795e+01   -6.2500125151e+01 0.0
  -6.2501180456e+01   -4.9999638571e+01 0.0

  -1.2000000000e+02   -1.2000000000e+02 0.0
  -1.0000000000e+02   -6.2499980384e+01 0.0
  -1.0000000000e+02   -4.9999955440e+01 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0

  -6.2501180456e+01   -4.9999638571e+01 0.0
  -5.0009140598e+01   -3.7504089295e+01 0.0
  -6.2505955212e+01   -3.7497154893e+01 0.0
  -6.2501180456e+01   -4.9999638571e+01 0.0

  -8.7500150993e+01   -6.2499944305e+01 0.0
  -1.0000000000e+02   -7.4999991409e+01 0.0
  -8.7500041350e+01   -7.5000003893e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0

  -7.5000190913e+01   -6.2500009442e+01 0.0
  -7.5000489591e+01   -4.9999529971e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0
  -7.5000190913e+01   -6.2500009442e+01 0.0

  -1.0000000000e+02   -7.4999991409e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0
  -1.0000000000e+02   -6.2499980384e+01 0.0
  -1.0000000000e+02   -7.4999991409e+01 0.0

  -8.7500150993e+01   -6.2499944305e+01 0.0
  -7.5000489591e+01   -4.9999529971e+01 0.0
  -8.7500230464e+01   -4.9999715909e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0

  -1.2000000000e+02   -1.2000000000e+02 0.0
  -1.0000000000e+02   -4.9999955440e+01 0.0
  -1.0000000000e+02   -3.7499943685e+01 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0

  -8.7500150993e+01   -6.2499944305e+01 0.0
  -8.7500230464e+01   -4.9999715909e+01 0.0
  -1.0000000000e+02   -4.9999955440e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0

  -1.0000000000e+02   -4.9999955440e+01 0.0
  -1.0000000000e+02   -6.2499980384e+01 0.0
  -8.7500150993e+01   -6.2499944305e+01 0.0
  -1.0000000000e+02   -4.9999955440e+01 0.0

  -4.9976904517e+01   -2.4989110217e+01 0.0
  -5.0009140598e+01   -3.7504089295e+01 0.0
  -3.7493322282e+01   -3.7489877366e+01 0.0
  -4.9976904517e+01   -2.4989110217e+01 0.0

  -3.7499975699e+01   -1.0000000000e+02 0.0
  -4.9999984289e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -3.7499975699e+01   -1.0000000000e+02 0.0

  -2.4999966528e+01   -1.0000000000e+02 0.0
  -3.7499975699e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -2.4999966528e+01   -1.0000000000e+02 0.0

  -3.7499763207e+01   -8.7500062964e+01 0.0
  -2.4999966528e+01   -1.0000000000e+02 0.0
  -2.4999587329e+01   -8.7499848888e+01 0.0
  -3.7499763207e+01   -8.7500062964e+01 0.0

  -2.4999587329e+01   -8.7499848888e+01 0.0
  -2.4998558557e+01   -7.4999585528e+01 0.0
  -3.7499013146e+01   -7.5000341380e+01 0.0
  -2.4999587329e+01   -8.7499848888e+01 0.0

  -1.2499956875e+01   -1.0000000000e+02 0.0
  -2.4999966528e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
  -1.2499956875e+01   -1.0000000000e+02 0.0

  -3.7499763207e+01   -8.7500062964e+01 0.0
  -3.7499975699e+01   -1.0000000000e+02 0.0
  -2.4999966528e+01   -1.0000000000e+02 0.0
  -3.7499763207e+01   -8.7500062964e+01 0.0

  -1.2499638659e+01   -8.7499403870e+01 0.0
  -7.6498307430e-05   -8.7499581798e+01 0.0
  -2.7701540602e-04   -7.4998358681e+01 0.0
  -1.2499638659e+01   -8.7499403870e+01 0.0

  -4.9999781060e+01   -7.5000373414e+01 0.0
  -3.7499013146e+01   -7.5000341380e+01 0.0
  -3.7498515046e+01   -6.2502000236e+01 0.0
  -4.9999781060e+01   -7.5000373414e+01 0.0

  -1.2329887322e+01   -4.8314768668e+01 0.0
  -1.2503885217e+01   -6.2490825712e+01 0.0
   3.8546110328e-03   -6.2491205333e+01 0.0
  -1.2329887322e+01   -4.8314768668e+01 0.0

  -2.4999587329e+01   -8.7499848888e+01 0.0
  -1.2499956875e+01   -1.0000000000e+02 0.0
  -1.2499638659e+01   -8.7499403870e+01 0.0
  -2.4999587329e+01   -8.7499848888e+01 0.0

  -3.7499013146e+01   -7.5000341380e+01 0.0
  -3.7499763207e+01   -8.7500062964e+01 0.0
  -2.4999587329e+01   -8.7499848888e+01 0.0
  -3.7499013146e+01   -7.5000341380e+01 0.0

  -2.4990841351e+01   -6.2504187183e+01 0.0
  -2.4998558557e+01   -7.4999585528e+01 0.0
  -1.2498891514e+01   -7.4997580940e+01 0.0
  -2.4990841351e+01   -6.2504187183e+01 0.0

   4.2575722432e-06   -1.0000000000e+02 0.0
  -1.2499956875e+01   -1.0000000000e+02 0.0
  -1.2000000000e+02   -1.2000000000e+02 0.0
   4.2575722432e-06   -1.0000000000e+02 0.0

  -2.4999587329e+01   -8.7499848888e+01 0.0
  -2.4999966528e+01   -1.0000000000e+02 0.0
  -1.2499956875e+01   -1.0000000000e+02 0.0
  -2.4999587329e+01   -8.7499848888e+01 0.0

  -7.6498307430e-05   -8.7499581798e+01 0.0
  -1.2499638659e+01   -8.7499403870e+01 0.0
   4.2575722432e-06   -1.0000000000e+02 0.0
  -7.6498307430e-05   -8.7499581798e+01 0.0

  -1.2499638659e+01   -8.7499403870e+01 0.0
  -2.4998558557e+01   -7.4999585528e+01 0.0
  -2.4999587329e+01   -8.7499848888e+01 0.0
  -1.2499638659e+01   -8.7499403870e+01 0.0

   4.2575722432e-06   -1.0000000000e+02 0.0
   1.2000000000e+02   -1.2000000000e+02 0.0
   1.2499976403e+01   -1.0000000000e+02 0.0
   4.2575722432e-06   -1.0000000000e+02 0.0

  -1.2499638659e+01   -8.7499403870e+01 0.0
  -1.2499956875e+01   -1.0000000000e+02 0.0
   4.2575722432e-06   -1.0000000000e+02 0.0
  -1.2499638659e+01   -8.7499403870e+01 0.0

   3.7499118409e+01   -7.5000186700e+01 0.0
   4.9999685915e+01   -7.5000179312e+01 0.0
   3.7498899735e+01   -6.2502307621e+01 0.0
   3.7499118409e+01   -7.5000186700e+01 0.0

   1.2499650591e+01   -8.7499258286e+01 0.0
