   5.0000000000e-01    5.0000000000e-01 0.0
   5.0000000000e-01   -5.0000000000e-01 0.0
  -5.0000000000e-01   -5.0000000000e-01 0.0
   5.0000000000e-01    5.0000000000e-01 0.0

  -5.0000000000e-01   -5.0000000000e-01 0.0
   5.0000000000e-01   -5.0000000000e-01 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0
  -5.0000000000e-01   -5.0000000000e-01 0.0

   1.0000000000e-01   -1.0000000000e-01 0.0
   0.0000000000e+00    0.0000000000e+00 0.0
   2.0000000000e-01   -5.0000000000e-01 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0

   5.0000000000e-01    5.0000000000e-01 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0
   5.0000000000e-01    5.0000000000e-01 0.0

  -5.0000000000e-01   2.1219957929e-314 0.0
  -5.0000000000e-01   2.1219957915e-314 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0

  -5.0000000000e-01   -5.0000000000e-01 0.0
  -2.0000000000e-01   -5.0000000000e-01 0.0
   5.0000000000e-01    5.0000000000e-01 0.0
  -5.0000000000e-01   -5.0000000000e-01 0.0

   1.0000000000e-01   -1.0000000000e-01 0.0
   2.0000000000e-01   -5.0000000000e-01 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0

   2.0000000000e-01   -3.0000000000e-01 0.0
  -5.0000000000e-01    5.0000000000e-01 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0

   5.0000000000e-01    5.0000000000e-01 0.0
  -2.0000000000e-01   -5.0000000000e-01 0.0
  -1.0000000000e-01   -1.0000000000e-01 0.0
   5.0000000000e-01    5.0000000000e-01 0.0

  -2.0000000000e-01   -5.0000000000e-01 0.0
   0.0000000000e+00    0.0000000000e+00 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0
  -2.0000000000e-01   -5.0000000000e-01 0.0

  -5.0000000000e-01    5.0000000000e-01 0.0
  4.7924367647e-322   1.6304166313e-322 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0
  -5.0000000000e-01    5.0000000000e-01 0.0

  -1.0000000000e-01   -1.0000000000e-01 0.0
  -2.0000000000e-01   -5.0000000000e-01 0.0
  -2.0000000000e-01   -3.0000000000e-01 0.0
  -1.0000000000e-01   -1.0000000000e-01 0.0

   1.0000000000e-01   -1.0000000000e-01 0.0
  -5.0000000000e-01    5.0000000000e-01 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0

   1.0000000000e-01   -1.0000000000e-01 0.0
  -2.0000000000e-01   -3.0000000000e-01 0.0
  -2.0000000000e-01   -5.0000000000e-01 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0

   2.0000000000e-01   -3.0000000000e-01 0.0
   2.0000000000e-01   -5.0000000000e-01 0.0
  -5.0000000000e-01   -5.0000000000e-01 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0

   2.0000000000e-01   -3.0000000000e-01 0.0
   5.0000000000e-01   -5.0000000000e-01 0.0
   5.0000000000e-01    5.0000000000e-01 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0

   0.0000000000e+00    0.0000000000e+00 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0
   5.0000000000e-01    5.0000000000e-01 0.0
   0.0000000000e+00    0.0000000000e+00 0.0

  4.7924367647e-322   1.6304166313e-322 0.0
  -5.0000000000e-01    5.0000000000e-01 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0
  4.7924367647e-322   1.6304166313e-322 0.0

   5.0000000000e-01    5.0000000000e-01 0.0
  -1.0000000000e-01   -1.0000000000e-01 0.0
   0.0000000000e+00    0.0000000000e+00 0.0
   5.0000000000e-01    5.0000000000e-01 0.0

  -5.0000000000e-01   2.1219957929e-314 0.0
  4.7924367647e-322   1.6304166313e-322 0.0
   2.0000000000e-01   -3.0000000000e-01 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0

  -1.0000000000e-01   -1.0000000000e-01 0.0
  -2.0000000000e-01   -3.0000000000e-01 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0
  -1.0000000000e-01   -1.0000000000e-01 0.0

   1.0000000000e-01   -1.0000000000e-01 0.0
  -5.0000000000e-01   2.1219957915e-314 0.0
   0.0000000000e+00    0.0000000000e+00 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0

   1.0000000000e-01   -1.0000000000e-01 0.0
   0.0000000000e+00    0.0000000000e+00 0.0
  -1.0000000000e-01   -1.0000000000e-01 0.0
   1.0000000000e-01   -1.0000000000e-01 0.0

   0.0000000000e+00    0.0000000000e+00 0.0
  -5.0000000000e-01   2.1219957915e-314 0.0
  -5.0000000000e-01   2.1219957929e-314 0.0
   0.0000000000e+00    0.0000000000e+00 0.0

